year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2015,55,Toledo,5.3,10.0,5.8%,5.0,76%,30.0,$44,4.0,1.9,6.0,0.4,4.0,2.8,10.0,0.1,1.0,,,,,21.0,5.0,45.0,,2.5
2015,57,Columbus,7.1,14.0,8.9%,8.0,50%,16.0,$76,8.0,1.8,6.0,0.6,7.0,1.8,6.0,0.7,9.0,,,,,28.0,7.0,44.0,,2.0
2015,58,Chula Vista,6.8,13.0,8.0%,7.0,52%,18.0,$40,3.0,2.1,7.0,1.2,15.0,3.0,11.0,0.7,9.0,,,,,42.0,11.0,43.5,,2.0
2015,58,Houston,5.1,10.0,14.3%,15.0,48%,16.0,$38,3.0,2.3,9.0,0.7,8.0,2.1,7.0,0.7,9.0,,,,,33.0,8.0,43.5,,2.0
2015,60,Detroit,2.4,4.0,6.4%,5.0,78%,30.0,$19,1.0,3.0,12.0,0.6,7.0,4.5,19.0,0.4,4.0,,,,,42.0,11.0,42.5,,2.0
2015,60,Fort Worth,7.5,15.0,5.5%,4.0,54%,18.0,$83,9.0,1.4,4.0,0.1,1.0,2.3,8.0,0.6,8.0,,,,,21.0,5.0,42.5,,2.0
2015,60,San Antonio,11.4,20.0,8.7%,8.0,34%,6.0,$100,11.0,1.6,5.0,0.4,5.0,1.6,4.0,0.6,8.0,,,,,22.0,6.0,42.5,,2.0
2015,63,Newark,1.0,1.0,6.1%,5.0,90%,36.0,$41,3.0,1.5,4.0,0.0,0.0,0.8,1.0,0.9,12.0,,,,,17.0,4.0,41.0,,2.0
2015,64,Stockton,5.4,10.0,3.0%,1.0,71%,26.0,$21,1.0,3.6,15.0,1.0,13.0,2.4,8.0,0.4,5.0,,,,,41.0,10.0,40.0,,2.0
2015,64,Tucson,4.3,8.0,2.7%,1.0,56%,20.0,$93,10.0,1.2,3.0,1.0,12.0,3.6,14.0,0.6,8.0,,,,,37.0,9.0,40.0,,2.0
2015,64,Wichita,10.8,20.0,4.7%,3.0,50%,16.0,$47,4.0,1.0,2.0,0.5,6.0,2.1,7.0,0.5,6.0,,,,,21.0,5.0,40.0,,2.0
2015,67,Memphis,10.0,20.0,4.8%,3.0,41%,10.0,$57,5.0,2.9,11.0,0.5,5.0,1.8,5.0,0.9,13.0,,,,,34.0,9.0,39.0,,2.0
2015,68,Jacksonville,5.6,11.0,14.1%,15.0,33%,6.0,$35,3.0,1.7,6.0,0.4,4.0,3.4,13.0,1.4,20.0,,,,,43.0,11.0,38.5,,2.0
2015,69,Santa Ana,6.0,12.0,3.0%,1.0,71%,26.0,$42,3.0,1.3,3.0,0.0,0.0,1.3,3.0,0.5,7.0,,,,,13.0,3.0,37.5,,1.5
2015,70,Mesa,3.1,6.0,2.8%,1.0,64%,24.0,$72,7.0,2.7,10.0,0.4,5.0,1.4,4.0,0.2,2.0,,,,,21.0,5.0,36.0,,1.5
2015,70,Oklahoma City,6.7,13.0,6.9%,6.0,42%,12.0,$56,5.0,1.4,4.0,0.5,6.0,1.9,6.0,0.8,11.0,,,,,27.0,7.0,36.0,,1.5
2015,72,Louisville,7.7,15.0,6.7%,6.0,33%,6.0,$51,5.0,2.4,9.0,0.8,10.0,1.8,5.0,0.4,5.0,,,,,29.0,7.0,32.5,,1.5
2015,73,Indianapolis,10.3,20.0,5.0%,4.0,33%,6.0,$27,2.0,2.2,8.0,0.5,5.0,1.5,4.0,0.5,7.0,,,,,24.0,6.0,32.0,,1.5
2015,74,Charlotte,16.8,20.0,5.6%,4.0,27%,2.0,$51,5.0,1.1,3.0,0.6,7.0,1.8,6.0,0.5,6.0,,,,,22.0,6.0,31.0,,1.5
2015,74,Fresno,5.0,10.0,3.2%,1.0,54%,18.0,$39,3.0,0.8,1.0,1.0,12.0,1.2,3.0,0.3,3.0,,,,,19.0,5.0,31.0,,1.5
2014,1,Minneapolis,7.1,13.0,14.9%,15.0,94%,38.0,$214,20.0,,,,,2.9,12.0,,,,,,,,,82.0,,5.0
2014,2,New York,1.1,1.0,20.5%,20.0,97%,40.0,$171,20.0,,,,,2.0,7.0,,,,,,,,,73.5,,4.5
2014,3,Boston,1.0,1.0,16.9%,17.0,97%,40.0,$112,13.0,,,,,3.5,16.0,,,,,,,,,72.5,,4.0
2014,3,Portland,4.5,8.0,17.4%,18.0,84%,34.0,$155,20.0,,,,,2.1,7.0,,,,,,,,,72.5,,4.0
2014,3,San Francisco,1.9,3.0,19.0%,20.0,98%,40.0,$216,20.0,,,,,1.6,4.0,,,,,,,,,72.5,,4.0
2014,6,"Washington, DC",0.8,1.0,21.9%,20.0,96%,40.0,$353,20.0,,,,,1.8,5.0,,,,,,,,,72.0,,4.0
2014,7,Denver,6.3,11.0,8.2%,7.0,84%,34.0,$125,15.0,,,,,3.9,18.0,,,,,,,,,71.0,,4.0
2014,7,Sacramento,5.8,10.0,8.2%,7.0,77%,30.0,$166,20.0,,,,,4.0,18.0,,,,,,,,,71.0,,4.0
2014,9,San Diego,6.8,12.0,23.5%,20.0,76%,30.0,$110,13.0,,,,,2.5,9.0,,,,,,,,,70.0,,4.0
2014,10,Aurora,7.9,14.0,10.4%,10.0,85%,34.0,$125,15.0,,,,,2.4,9.0,,,,,,,,,68.5,,4.0
2014,10,Virginia Beach,4.1,7.0,15.6%,16.0,57%,20.0,$154,19.0,,,,,4.8,20.0,,,,,,,,,68.5,,4.0
2014,12,Omaha,7.0,12.0,13.3%,13.0,76%,30.0,$64,6.0,,,,,4.4,20.0,,,,,,,,,67.5,,4.0
2014,13,Oakland,2.5,4.0,18.3%,19.0,85%,34.0,$141,17.0,,,,,1.8,6.0,,,,,,,,,67.0,,4.0
2014,14,Seattle,2.4,3.0,10.5%,10.0,92%,38.0,$257,20.0,,,,,2.0,7.0,,,,,,,,,65.0,,3.5
2014,15,Albuquerque,4.1,7.0,23.6%,20.0,81%,32.0,$63,6.0,,,,,2.6,11.0,,,,,,,,,63.5,,3.5
2014,16,Chicago,2.2,3.0,9.1%,8.0,91%,36.0,$154,19.0,,,,,2.4,9.0,,,,,,,,,62.5,,3.5
2014,16,Kansas City,11.6,20.0,9.0%,8.0,64%,24.0,$121,15.0,,,,,2.2,8.0,,,,,,,,,62.5,,3.5
2014,18,New Orleans,1.8,2.0,26.4%,20.0,72%,28.0,$104,12.0,,,,,2.6,11.0,,,,,,,,,61.0,,3.5
2014,18,San Jose,3.9,6.0,14.7%,15.0,69%,26.0,$124,15.0,,,,,2.6,11.0,,,,,,,,,61.0,,3.5
2014,20,Philadelphia,3.6,6.0,13.5%,14.0,92%,38.0,$61,6.0,,,,,1.6,5.0,,,,,,,,,57.5,,3.0
2014,21,Raleigh,5.1,9.0,14.1%,14.0,53%,18.0,$155,19.0,,,,,2.2,8.0,,,,,,,,,57.0,,3.0
2014,22,Milwaukee,4.5,8.0,10.6%,10.0,87%,34.0,$75,8.0,,,,,2.1,7.0,,,,,,,,,56.0,,3.0
2014,23,Colorado Springs,6.6,12.0,9.5%,9.0,68%,26.0,$50,4.0,,,,,3.4,15.0,,,,,,,,,55.0,,3.0
2014,24,Long Beach,3.2,5.0,10.0%,10.0,79%,30.0,$147,18.0,,,,,1.2,2.0,,,,,,,,,54.0,,3.0
2014,25,Baltimore,0.8,1.0,9.6%,9.0,85%,34.0,$62,6.0,,,,,3.2,14.0,,,,,,,,,53.5,,3.0
2014,26,Cleveland,3.5,6.0,6.5%,5.0,77%,30.0,$88,10.0,,,,,3.0,12.0,,,,,,,,,52.5,,3.0
2014,27,St. Louis,4.0,7.0,9.4%,9.0,79%,30.0,$77,8.0,,,,,2.3,8.0,,,,,,,,,52.0,,3.0
2014,28,Corpus Christi,3.3,5.0,5.9%,5.0,70%,26.0,$56,5.0,,,,,4.5,20.0,,,,,,,,,51.0,,2.5
2014,28,Detroit,2.5,4.0,6.7%,6.0,77%,30.0,$23,1.0,,,,,4.4,20.0,,,,,,,,,51.0,,2.5
2014,28,Honolulu,2.3,3.0,33.0%,20.0,83%,32.0,$39,3.0,,,,,1.3,3.0,,,,,,,,,51.0,,2.5
2014,28,Phoenix,11.0,20.0,15.0%,15.0,45%,14.0,$96,11.0,,,,,1.1,1.0,,,,,,,,,51.0,,2.5
2014,28,Tampa,4.6,8.0,7.1%,6.0,59%,20.0,$121,15.0,,,,,2.8,12.0,,,,,,,,,51.0,,2.5
2014,33,Austin,10.1,18.0,14.7%,15.0,48%,16.0,$67,7.0,,,,,1.3,3.0,,,,,,,,,49.0,,2.5
2014,34,Riverside,12.7,20.0,7.0%,6.0,45%,14.0,$115,14.0,,,,,1.3,3.0,,,,,,,,,47.5,,2.5
2014,35,Las Vegas,7.8,14.0,3.5%,2.0,46%,14.0,$207,20.0,,,,,1.9,6.0,,,,,,,,,47.0,,2.5
2014,36,"Arlington, Texas",14.1,20.0,7.7%,7.0,53%,18.0,$77,8.0,,,,,1.3,2.0,,,,,,,,,46.0,,2.5
2014,36,Bakersfield,9.4,17.0,5.9%,5.0,41%,10.0,$89,10.0,,,,,3.0,13.0,,,,,,,,,46.0,,2.5
2014,36,Dallas,7.1,13.0,10.8%,10.0,54%,18.0,$81,9.0,,,,,1.7,5.0,,,,,,,,,46.0,,2.5
2014,36,Anaheim,8.7,16.0,7.5%,7.0,60%,22.0,$68,7.0,,,,,1.4,3.0,,,,,,,,,46.0,,2.5
2014,40,Fort Worth,7.5,14.0,5.5%,4.0,52%,18.0,$84,9.0,,,,,2.4,9.0,,,,,,,,,45.0,,2.5
2014,40,Tulsa,9.7,18.0,5.9%,5.0,54%,18.0,$37,3.0,,,,,2.6,10.0,,,,,,,,,45.0,,2.5
2014,42,Atlanta,3.1,5.0,5.8%,5.0,65%,24.0,$87,10.0,,,,,2.5,9.0,,,,,,,,,44.0,,2.0
2014,42,Tucson,4.3,7.0,2.7%,1.0,53%,18.0,$97,11.0,,,,,3.6,16.0,,,,,,,,,44.0,,2.0
2014,44,El Paso,3.7,6.0,18.0%,19.0,48%,16.0,$34,2.0,,,,,2.4,9.0,,,,,,,,,43.5,,2.0
2014,45,Los Angeles,5.2,9.0,16.0%,16.0,54%,18.0,$60,6.0,,,,,1.0,1.0,,,,,,,,,42.0,,2.0
2014,45,Nashville,12.9,20.0,9.3%,9.0,37%,8.0,$62,6.0,,,,,2.1,7.0,,,,,,,,,42.0,,2.0
2014,47,Columbus,7.1,13.0,8.1%,7.0,49%,16.0,$65,7.0,,,,,1.9,6.0,,,,,,,,,41.0,,2.0
2014,48,Houston,5.6,10.0,14.1%,14.0,45%,14.0,$41,3.0,,,,,2.0,7.0,,,,,,,,,40.0,,2.0
2014,48,Miami,2.4,4.0,5.1%,4.0,75%,28.0,$79,9.0,,,,,1.4,3.0,,,,,,,,,40.0,,2.0
2014,48,Wichita,10.0,18.0,4.7%,3.0,50%,16.0,$49,4.0,,,,,2.1,7.0,,,,,,,,,40.0,,2.0
2014,51,Jacksonville,5.6,10.0,13.9%,14.0,30%,4.0,$38,3.0,,,,,3.4,15.0,,,,,,,,,38.5,,2.0
2014,52,Santa Ana,6.0,11.0,3.0%,1.0,70%,26.0,$40,3.0,,,,,1.3,2.0,,,,,,,,,36.0,,1.5
2014,53,Memphis,10.0,18.0,4.8%,3.0,39%,10.0,$65,6.0,,,,,1.8,5.0,,,,,,,,,35.0,,1.5
2014,53,San Antonio,11.4,20.0,8.4%,8.0,35%,6.0,$56,5.0,,,,,1.5,3.0,,,,,,,,,35.0,,1.5
2014,55,Oklahoma City,6.7,12.0,6.9%,6.0,41%,10.0,$58,6.0,,,,,1.9,6.0,,,,,,,,,33.5,,1.5
2014,56,Mesa,3.1,5.0,2.7%,1.0,60%,22.0,$75,8.0,,,,,1.3,3.0,,,,,,,,,32.5,,1.5
2014,57,Charlotte,16.8,20.0,5.1%,4.0,27%,2.0,$69,7.0,,,,,1.2,2.0,,,,,,,,,29.0,,1.0
2014,58,Indianapolis,10.3,19.0,5.0%,4.0,32%,4.0,$34,2.0,,,,,1.6,4.0,,,,,,,,,27.5,,1.0
2014,58,Louisville,7.5,13.0,7.0%,6.0,32%,4.0,$55,5.0,,,,,1.8,5.0,,,,,,,,,27.5,,1.0
2014,60,Fresno,4.9,8.0,2.2%,1.0,51%,16.0,$51,4.0,,,,,1.2,2.0,,,,,,,,,26.0,,1.0
2013,1,Minneapolis,6.51,12.0,15.07%,15.0,94%,38.0,$210.33,20.0,,,,,2.88,12.0,,,,,,,,97.0,81.0,,5.0
2013,2,New York,1.06,1.0,19.72%,20.0,96%,40.0,$160.33,20.0,,,,,2.05,7.0,,,,,,,,88.0,73.5,,4.5
2013,3,San Francisco,1.91,3.0,17.95%,19.0,98%,40.0,$280.67,20.0,,,,,1.8,5.0,,,,,,,,87.0,72.5,,4.0
2013,3,Sacramento,5.78,11.0,8.09%,7.0,77%,30.0,$156.67,20.0,,,,,4.03,19.0,,,,,,,,87.0,72.5,,4.0
2013,3,Boston,1.31,2.0,15.89%,16.0,97%,40.0,$110.33,13.0,,,,,3.59,16.0,,,,,,,,87.0,72.5,,4.0
2013,6,"Washington, DC",0.67,1.0,19.65%,20.0,96%,40.0,$343.67,20.0,,,,,1.73,5.0,,,,,,,,86.0,71.5,,4.0
2013,7,Portland,4.89,9.0,16.32%,17.0,80%,32.0,$159.00,20.0,,,,,2.14,7.0,,,,,,,,85.0,71.0,,4.0
2013,8,Virginia Beach,4.13,8.0,15.89%,16.0,63%,22.0,$144.67,18.0,,,,,4.91,20.0,,,,,,,,84.0,70.0,,4.0
2013,9,San Diego,6.78,13.0,22.54%,20.0,76%,30.0,$115.67,14.0,,,,,1.78,5.0,,,,,,,,82.0,68.5,,4.0
2013,10,Seattle,2.7,5.0,10.32%,10.0,92%,38.0,$261.00,20.0,,,,,2.14,7.0,,,,,,,,80.0,66.5,,4.0
2013,11,San Jose,3.7,7.0,14.12%,14.0,69%,26.0,$140.33,18.0,,,,,2.72,11.0,,,,,,,,76.0,63.5,,3.5
2013,11,Albuquerque,4.02,7.0,18.72%,20.0,81%,32.0,$64.33,6.0,,,,,2.69,11.0,,,,,,,,76.0,63.5,,3.5
2013,11,Omaha,6.5,12.0,11.75%,12.0,76%,30.0,$57.46,5.0,,,,,3.79,17.0,,,,,,,,76.0,63.5,,3.5
2013,14,Colorado Springs,6.82,13.0,14.43%,15.0,68%,26.0,$61.67,6.0,,,,,3.48,15.0,,,,,,,,75.0,62.5,,3.5
2013,14,Philadelphia,3.6,7.0,13.03%,13.0,91%,36.0,$54.46,4.0,,,,,3.39,15.0,,,,,,,,75.0,62.5,,3.5
2013,16,Chicago,2.0,3.0,8.53%,8.0,90%,36.0,$138.67,17.0,,,,,2.43,9.0,,,,,,,,73.0,61.0,,3.5
2013,17,Denver,6.29,12.0,6.03%,5.0,78%,30.0,$131.33,16.0,,,,,2.47,9.0,,,,,,,,72.0,60.0,,3.5
2013,18,Oakland,2.5,4.0,11.93%,12.0,85%,34.0,$122.33,15.0,,,,,1.87,6.0,,,,,,,,71.0,59.0,,3.5
2013,19,Milwaukee,8.07,16.0,10.41%,10.0,87%,34.0,$70.67,7.0,,,,,1.2,2.0,,,,,,,,69.0,57.5,,3.0
2013,20,Raleigh,4.09,8.0,13.75%,14.0,54%,18.0,$140.67,18.0,,,,,2.2,8.0,,,,,,,,66.0,55.0,,3.0
2013,21,Baltimore,0.83,1.0,9.47%,9.0,85%,34.0,$61.18,6.0,,,,,3.22,14.0,,,,,,,,64.0,53.5,,3.0
2013,22,Long Beach,3.2,6.0,9.71%,9.0,78%,30.0,$125.00,15.0,,,,,1.49,3.0,,,,,,,,63.0,52.5,,3.0
2013,23,Kansas City,2.93,7.0,8.64%,8.0,64%,24.0,$127.33,16.0,,,,,2.17,7.0,,,,,,,,62.0,51.5,,2.5
2013,23,Phoenix,14.79,20.0,14.24%,14.0,46%,14.0,$111.67,13.0,,,,,1.14,1.0,,,,,,,,62.0,51.5,,2.5
2013,25,Cleveland,3.59,7.0,6.29%,5.0,76%,30.0,$88.00,10.0,,,,,2.29,8.0,,,,,,,,60.0,50.0,,2.5
2013,26,Dallas,7.2,14.0,10.71%,10.0,54%,18.0,$98.00,11.0,,,,,1.76,5.0,,,,,,,,58.0,48.5,,2.5
2013,26,Austin,9.99,20.0,13.38%,13.0,49%,16.0,$66.33,6.0,,,,,1.37,3.0,,,,,,,,58.0,48.5,,2.5
2013,26,Detroit,2.08,3.0,5.53%,4.0,77%,30.0,$28.33,1.0,,,,,4.32,20.0,,,,,,,,58.0,48.5,,2.5
2013,29,Las Vegas,7.75,15.0,3.53%,2.0,46%,14.0,$230.00,20.0,,,,,1.94,6.0,,,,,,,,57.0,47.5,,2.5
2013,30,"Arlington, Texas",14.0,20.0,7.63%,7.0,53%,18.0,$76.33,8.0,,,,,1.31,2.0,,,,,,,,55.0,46.0,,2.5
2013,31,Tulsa,9.78,19.0,6.01%,5.0,55%,18.0,$38.50,2.0,,,,,2.58,10.0,,,,,,,,54.0,45.0,,2.5
2013,31,Atlanta,2.95,5.0,5.61%,5.0,64%,24.0,$90.33,10.0,,,,,2.6,10.0,,,,,,,,54.0,45.0,,2.5
2013,33,Fort Worth,7.43,14.0,5.34%,4.0,53%,18.0,$76.37,8.0,,,,,2.39,9.0,,,,,,,,53.0,44.0,,2.0
2013,34,Los Angeles,5.45,10.0,16.25%,17.0,52%,18.0,$59.00,5.0,,,,,1.03,1.0,,,,,,,,51.0,42.5,,2.0
2013,34,Wichita,10.0,20.0,4.54%,3.0,50%,16.0,$54.67,5.0,,,,,2.12,7.0,,,,,,,,51.0,42.5,,2.0
2013,36,El Paso,3.67,7.0,17.71%,18.0,49%,16.0,$31.67,1.0,,,,,2.34,8.0,,,,,,,,50.0,41.5,,2.0
2013,37,Columbus,6.59,13.0,7.80%,7.0,49%,16.0,$62.33,6.0,,,,,1.89,6.0,,,,,,,,48.0,40.0,,2.0
2013,38,Tucson,4.21,8.0,2.68%,1.0,52%,18.0,$102.67,12.0,,,,,2.27,8.0,,,,,,,,47.0,39.0,,2.0
2013,38,Miami,2.14,4.0,5.22%,4.0,72%,28.0,$75.97,8.0,,,,,1.43,3.0,,,,,,,,47.0,39.0,,2.0
2013,38,Nashville,13.25,20.0,7.10%,6.0,36%,8.0,$72.00,7.0,,,,,2.01,6.0,,,,,,,,47.0,39.0,,2.0
2013,38,Houston,5.16,10.0,12.93%,13.0,46%,14.0,$43.33,3.0,,,,,2.06,7.0,,,,,,,,47.0,39.0,,2.0
2013,42,Memphis,10.0,20.0,4.53%,3.0,40%,10.0,$69.41,7.0,,,,,1.76,5.0,,,,,,,,45.0,37.5,,1.5
2013,43,Oklahoma City,6.7,13.0,5.63%,5.0,42%,12.0,$63.33,6.0,,,,,1.95,6.0,,,,,,,,42.0,35.0,,1.5
2013,44,San Antonio,11.08,20.0,7.92%,7.0,33%,6.0,$56.00,5.0,,,,,1.3,2.0,,,,,,,,40.0,33.5,,1.5
2013,44,Jacksonville,5.02,9.0,9.23%,9.0,31%,4.0,$44.85,3.0,,,,,3.47,15.0,,,,,,,,40.0,33.5,,1.5
2013,46,Mesa,3.15,6.0,2.62%,1.0,60%,22.0,$69.33,7.0,,,,,1.37,3.0,,,,,,,,39.0,32.5,,1.5
2013,47,Charlotte,16.97,20.0,5.01%,4.0,26%,2.0,$77.33,8.0,,,,,1.25,2.0,,,,,,,,36.0,30.0,,1.0
2013,47,Indianapolis,10.25,20.0,4.83%,4.0,32%,6.0,$40.33,2.0,,,,,1.56,4.0,,,,,,,,36.0,30.0,,1.0
2013,49,Louisville,7.25,14.0,7.08%,6.0,32%,6.0,$49.67,4.0,,,,,1.69,5.0,,,,,,,,35.0,29.0,,1.0
2013,50,Fresno,4.89,9.0,2.08%,1.0,51%,16.0,$57.67,5.0,,,,,1.25,2.0,,,,,,,,33.0,27.5,,1.0
2012,1,San Francisco,2.0,4.0,17.9%,19.0,98%,40.0,$291.66,20.0,,,,,1.78,6.0,,,,,,,,89.0,74.0,,4.5
2012,2,Sacramento,5.7,12.0,8.1%,8.0,77%,30.0,$156.62,18.0,,,,,3.88,20.0,,,,,,,,88.0,73.5,,4.5
2012,3,New York,1.1,2.0,19.6%,20.0,96%,40.0,$152.39,17.0,,,,,2.05,8.0,,,,,,,,87.0,72.5,,4.0
2012,3,Boston,1.3,2.0,15.8%,17.0,97%,40.0,$105.70,11.0,,,,,3.44,17.0,,,,,,,,87.0,72.5,,4.0
2012,5,"Washington, DC",0.7,1.0,19.1%,20.0,96%,40.0,$303.45,20.0,,,,,1.68,5.0,,,,,,,,86.0,71.5,,4.0
2012,6,Portland,4.8,10.0,16.2%,17.0,78%,30.0,$162.45,18.0,,,,,2.12,8.0,,,,,,,,83.0,69.0,,4.0
2012,7,Virginia Beach,4.1,8.0,15.9%,17.0,62%,22.0,$139.63,15.0,,,,,5.0,20.0,,,,,,,,82.0,68.5,,4.0
2012,8,San Diego,6.7,14.0,22.8%,20.0,75%,28.0,$121.47,13.0,,,,,1.78,6.0,,,,,,,,81.0,67.5,,4.0
2012,9,Seattle,2.8,6.0,10.2%,10.0,90%,36.0,$260.77,20.0,,,,,2.11,8.0,,,,,,,,80.0,66.5,,4.0
2012,10,Philadelphia,3.7,8.0,13.0%,14.0,91%,36.0,$65.71,5.0,,,,,3.34,16.0,,,,,,,,79.0,66.0,,4.0
2012,11,Albuquerque,4.0,8.0,18.8%,20.0,81%,32.0,$60.11,5.0,,,,,2.78,13.0,,,,,,,,78.0,65.0,,3.5
2012,12,San Jose,3.7,8.0,14.1%,15.0,69%,26.0,$135.68,15.0,,,,,2.65,12.0,,,,,,,,76.0,63.5,,3.5
2012,13,Denver,6.3,13.0,6.0%,6.0,79%,30.0,$122.38,13.0,,,,,2.42,10.0,,,,,,,,72.0,60.0,,3.5
2012,14,Chicago,2.0,4.0,8.5%,8.0,90%,36.0,$128.08,14.0,,,,,2.3,9.0,,,,,,,,71.0,59.0,,3.5
2012,15,Baltimore,0.8,1.0,9.5%,10.0,85%,34.0,$62.63,5.0,,,,,3.14,15.0,,,,,,,,65.0,54.0,,3.0
2012,16,Kansas City,3.3,7.0,8.6%,9.0,64%,24.0,$135.06,15.0,,,,,2.17,9.0,,,,,,,,64.0,53.5,,3.0
2012,16,Milwaukee,7.3,15.0,9.2%,9.0,87%,34.0,$59.54,4.0,,,,,1.19,2.0,,,,,,,,64.0,53.5,,3.0
2012,16,Phoenix,14.6,20.0,14.2%,15.0,44%,14.0,$128.52,14.0,,,,,1.04,1.0,,,,,,,,64.0,53.5,,3.0
2012,19,Long Beach,3.2,7.0,10.3%,11.0,70%,26.0,$130.54,14.0,,,,,1.5,4.0,,,,,,,,62.0,51.5,,2.5
2012,19,Austin,10.0,20.0,15.2%,16.0,49%,16.0,$71.57,6.0,,,,,1.48,4.0,,,,,,,,62.0,51.5,,2.5
2012,21,Dallas,7.2,15.0,10.7%,11.0,54%,18.0,$110.03,11.0,,,,,1.8,6.0,,,,,,,,61.0,51.0,,2.5
2012,22,Detroit,2.0,4.0,5.7%,5.0,77%,30.0,$31.00,1.0,,,,,4.31,20.0,,,,,,,,60.0,50.0,,2.5
2012,23,Las Vegas,7.9,16.0,3.5%,2.0,46%,14.0,$218.93,20.0,,,,,1.99,7.0,,,,,,,,59.0,49.0,,2.5
2012,24,Fort Worth,7.4,15.0,5.2%,5.0,52%,18.0,$76.16,7.0,,,,,2.3,9.0,,,,,,,,54.0,45.0,,2.5
2012,25,Los Angeles,6.7,14.0,14.1%,15.0,52%,18.0,$55.14,4.0,,,,,1.0,1.0,,,,,,,,52.0,43.5,,2.0
2012,26,Atlanta,3.0,6.0,5.6%,5.0,63%,22.0,$99.39,10.0,,,,,2.02,8.0,,,,,,,,51.0,42.5,,2.0
2012,27,El Paso,3.7,8.0,18.0%,19.0,47%,14.0,$31.12,1.0,,,,,2.11,8.0,,,,,,,,50.0,41.5,,2.0
2012,27,Columbus,6.6,13.0,8.1%,8.0,49%,16.0,$68.94,6.0,,,,,1.9,7.0,,,,,,,,50.0,41.5,,2.0
2012,29,Nashville,12.9,20.0,5.9%,5.0,36%,8.0,$91.33,9.0,,,,,1.88,7.0,,,,,,,,49.0,41.0,,2.0
2012,30,Houston,5.2,11.0,12.9%,13.0,45%,14.0,$42.99,2.0,,,,,1.93,7.0,,,,,,,,47.0,39.0,,2.0
2012,31,Tucson,4.1,8.0,2.7%,1.0,52%,18.0,$100.64,10.0,,,,,2.17,9.0,,,,,,,,46.0,38.5,,2.0
2012,31,Memphis,10.0,20.0,4.5%,4.0,40%,12.0,$60.32,5.0,,,,,1.68,5.0,,,,,,,,46.0,38.5,,2.0
2012,33,Oklahoma City,6.7,14.0,5.6%,5.0,43%,12.0,$61.02,5.0,,,,,2.02,8.0,,,,,,,,44.0,36.5,,1.5
2012,34,Jacksonville,5.0,10.0,9.2%,9.0,30%,4.0,$44.82,2.0,,,,,3.5,18.0,,,,,,,,43.0,36.0,,1.5
2012,35,San Antonio,11.1,20.0,7.9%,8.0,32%,6.0,$62.79,5.0,,,,,1.3,3.0,,,,,,,,42.0,35.0,,1.5
2012,36,Indianapolis,10.3,20.0,4.8%,4.0,32%,6.0,$43.61,2.0,,,,,1.6,5.0,,,,,,,,37.0,31.0,,1.5
2012,36,Mesa,3.2,7.0,2.6%,1.0,60%,22.0,$60.96,5.0,,,,,1.16,2.0,,,,,,,,37.0,31.0,,1.5
2012,38,Louisville,7.3,15.0,6.7%,6.0,32%,6.0,$50.76,3.0,,,,,1.65,5.0,,,,,,,,35.0,29.0,,1.0
2012,39,Charlotte,19.9,20.0,4.1%,3.0,26%,2.0,$78.94,7.0,,,,,1.25,2.0,,,,,,,,34.0,28.5,,1.0
2012,40,Fresno,4.9,10.0,2.1%,1.0,35%,8.0,$54.98,4.0,,,,,1.35,3.0,,,,,,,,26.0,21.5,,0.5
